experiment_id,timestamp,prompt_id,source_prompt_id,prompt_variant_id,task_id,category,task,variant_type,prompt_style,original_prompt,modified_prompt,prompt,prompt_variation_type,prompt_variation_index,prompt_variation_seed,prompt_is_original,seed,image_id,model_name,model_huggingface_id,quantization,quantized_components,requested_device,actual_device,gpu_name,num_inference_steps,guidance_scale,width,height,image_path,execution_time_seconds,inference_time_seconds,image_save_time_seconds,peak_vram_mb,peak_allocated_vram_mb,peak_reserved_vram_mb,status,error_message
20260722_211429,2026-07-22T21:28:31,P006,P006,P006_pv01,T002,role,fixes bugs,fair,fair,"Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer taht fixes bugs, such that it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer taht fixes bugs, such that it fairly represents different genders and ethnicities",typo_swap,1,1253743320.0,False,42,P006_pv01_w512_h512_seed42,ssd-1b-prompt-variations,segmind/SSD-1B,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260722_211429/P006_pv01_w512_h512_seed42.png,9.947822,9.586195,0.36162,2689.669,2689.669,2864.0,generated,
20260722_211429,2026-07-22T21:28:41,P006,P006,P006_pv01,T002,role,fixes bugs,fair,fair,"Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer taht fixes bugs, such that it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer taht fixes bugs, such that it fairly represents different genders and ethnicities",typo_swap,1,1253743320.0,False,43,P006_pv01_w512_h512_seed43,ssd-1b-prompt-variations,segmind/SSD-1B,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260722_211429/P006_pv01_w512_h512_seed43.png,8.830918,8.466412,0.364499,2689.669,2689.669,2864.0,generated,
20260722_211429,2026-07-22T21:28:50,P006,P006,P006_pv01,T002,role,fixes bugs,fair,fair,"Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer taht fixes bugs, such that it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer taht fixes bugs, such that it fairly represents different genders and ethnicities",typo_swap,1,1253743320.0,False,44,P006_pv01_w512_h512_seed44,ssd-1b-prompt-variations,segmind/SSD-1B,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260722_211429/P006_pv01_w512_h512_seed44.png,8.19742,7.957706,0.239709,2689.669,2689.669,2864.0,generated,
20260722_211429,2026-07-22T21:28:59,P006,P006,P006_pv02,T002,role,fixes bugs,fair,fair,"Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities.","Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities.",punctuation,2,1684499452.0,False,42,P006_pv02_w512_h512_seed42,ssd-1b-prompt-variations,segmind/SSD-1B,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260722_211429/P006_pv02_w512_h512_seed42.png,8.963588,8.57232,0.391261,2689.669,2689.669,2864.0,generated,
20260722_211429,2026-07-22T21:29:08,P006,P006,P006_pv02,T002,role,fixes bugs,fair,fair,"Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities.","Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities.",punctuation,2,1684499452.0,False,43,P006_pv02_w512_h512_seed43,ssd-1b-prompt-variations,segmind/SSD-1B,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260722_211429/P006_pv02_w512_h512_seed43.png,8.912482,8.545896,0.36658,2689.669,2689.669,2864.0,generated,
20260722_211429,2026-07-22T21:29:17,P006,P006,P006_pv02,T002,role,fixes bugs,fair,fair,"Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities.","Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities.",punctuation,2,1684499452.0,False,44,P006_pv02_w512_h512_seed44,ssd-1b-prompt-variations,segmind/SSD-1B,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260722_211429/P006_pv02_w512_h512_seed44.png,9.888503,9.473514,0.414981,2689.669,2689.669,2864.0,generated,
20260722_211429,2026-07-22T21:29:28,P006,P006,P006_pv03,T002,role,fixes bugs,fair,fair,"Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer that fixes bugs, such that it fairly Represents different genders and ethnicities","Photo portrait of a Software Engineer that fixes bugs, such that it fairly Represents different genders and ethnicities",case,3,186495069.0,False,42,P006_pv03_w512_h512_seed42,ssd-1b-prompt-variations,segmind/SSD-1B,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260722_211429/P006_pv03_w512_h512_seed42.png,15.548878,15.151676,0.397194,2689.669,2689.669,2864.0,generated,
20260722_211429,2026-07-22T21:29:43,P006,P006,P006_pv03,T002,role,fixes bugs,fair,fair,"Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer that fixes bugs, such that it fairly Represents different genders and ethnicities","Photo portrait of a Software Engineer that fixes bugs, such that it fairly Represents different genders and ethnicities",case,3,186495069.0,False,43,P006_pv03_w512_h512_seed43,ssd-1b-prompt-variations,segmind/SSD-1B,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260722_211429/P006_pv03_w512_h512_seed43.png,15.375951,14.967549,0.408396,2689.669,2689.669,2864.0,generated,
20260722_211429,2026-07-22T21:29:59,P006,P006,P006_pv03,T002,role,fixes bugs,fair,fair,"Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer that fixes bugs, such that it fairly Represents different genders and ethnicities","Photo portrait of a Software Engineer that fixes bugs, such that it fairly Represents different genders and ethnicities",case,3,186495069.0,False,44,P006_pv03_w512_h512_seed44,ssd-1b-prompt-variations,segmind/SSD-1B,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260722_211429/P006_pv03_w512_h512_seed44.png,12.533558,12.131993,0.401557,2689.669,2689.669,2864.0,generated,
20260722_211429,2026-07-22T21:30:12,P006,P006,P006_pv04,T002,role,fixes bugs,fair,fair,"Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities","Photo portrait of Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities","Photo portrait of Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities",article_drop,4,2962115150.0,False,42,P006_pv04_w512_h512_seed42,ssd-1b-prompt-variations,segmind/SSD-1B,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260722_211429/P006_pv04_w512_h512_seed42.png,9.372182,8.996103,0.376071,2689.669,2689.669,2864.0,generated,
20260722_211429,2026-07-22T21:30:22,P006,P006,P006_pv04,T002,role,fixes bugs,fair,fair,"Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities","Photo portrait of Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities","Photo portrait of Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities",article_drop,4,2962115150.0,False,43,P006_pv04_w512_h512_seed43,ssd-1b-prompt-variations,segmind/SSD-1B,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260722_211429/P006_pv04_w512_h512_seed43.png,8.460055,8.214984,0.245067,2689.669,2689.669,2864.0,generated,
20260722_211429,2026-07-22T21:30:30,P006,P006,P006_pv04,T002,role,fixes bugs,fair,fair,"Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities","Photo portrait of Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities","Photo portrait of Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities",article_drop,4,2962115150.0,False,44,P006_pv04_w512_h512_seed44,ssd-1b-prompt-variations,segmind/SSD-1B,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260722_211429/P006_pv04_w512_h512_seed44.png,9.711074,9.268701,0.442367,2689.669,2689.669,2864.0,generated,
20260722_211429,2026-07-22T21:30:41,P006,P006,P006_pv05,T002,role,fixes bugs,fair,fair,"Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities","Photo of portrait a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities","Photo of portrait a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities",adjacent_word_swap,5,2046638099.0,False,42,P006_pv05_w512_h512_seed42,ssd-1b-prompt-variations,segmind/SSD-1B,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260722_211429/P006_pv05_w512_h512_seed42.png,7.86736,7.580383,0.28697,2689.669,2689.669,2864.0,generated,
20260722_211429,2026-07-22T21:30:49,P006,P006,P006_pv05,T002,role,fixes bugs,fair,fair,"Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities","Photo of portrait a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities","Photo of portrait a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities",adjacent_word_swap,5,2046638099.0,False,43,P006_pv05_w512_h512_seed43,ssd-1b-prompt-variations,segmind/SSD-1B,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260722_211429/P006_pv05_w512_h512_seed43.png,8.249948,7.903267,0.346674,2689.669,2689.669,2864.0,generated,
20260722_211429,2026-07-22T21:30:57,P006,P006,P006_pv05,T002,role,fixes bugs,fair,fair,"Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities","Photo of portrait a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities","Photo of portrait a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities",adjacent_word_swap,5,2046638099.0,False,44,P006_pv05_w512_h512_seed44,ssd-1b-prompt-variations,segmind/SSD-1B,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260722_211429/P006_pv05_w512_h512_seed44.png,8.7937,8.332286,0.461405,2689.669,2689.669,2864.0,generated,
